expiry,strike,option_type,bid,ask,open_interest,volume,dte,mid,half_spread,T,F,iv,k,w,weight
14,4125.0,p,0.13,0.13,16875.0,2257.0,14.0,0.13,0.0,0.038356164383561646,5002.877660640224,0.3328269683914693,-0.19294725922040423,0.0042488577327155766,12.837137631295619
14,4250.0,p,0.57,0.58,15740.0,3222.0,14.0,0.575,0.0050000000000000044,0.038356164383561646,5002.877660640224,0.3313735624661717,-0.16309429607072307,0.004211830494852892,0.1697711451738842
14,4380.0,p,2.13,2.18,9283.0,1143.0,14.0,2.1550000000000002,0.025000000000000133,0.038356164383561646,5002.877660640224,0.3290496173975963,-0.13296455461869375,0.004152961945022091,0.09538558094108322
14,4505.0,p,6.29,6.41,17236.0,4139.0,14.0,6.35,0.06000000000000005,0.038356164383561646,5002.877660640224,0.325804515037345,-0.10482538794674726,0.004071452460991983,0.14378485614942127
14,4630.0,p,16.08,16.36,14160.0,1779.0,14.0,16.22,0.14000000000000057,0.038356164383561646,5002.877660640224,0.3230130586536671,-0.07745641090890579,0.004001983848907297,0.17231132653047584
14,4755.0,p,36.22,36.83,13719.0,3894.0,14.0,36.525,0.3049999999999997,0.038356164383561646,5002.877660640224,0.32193255950917343,-0.050816583009694855,0.003975254849889822,0.1840979565566434
14,4880.0,p,70.34,71.49,10206.0,228.0,14.0,70.91499999999999,0.5749999999999957,0.038356164383561646,5002.877660640224,0.3180746406427245,-0.024868059141992672,0.0038805498035067855,0.19525794872278807
14,5005.0,c,121.59,123.55,14995.0,3418.0,14.0,122.57,0.9799999999999969,0.038356164383561646,5002.877660640224,0.31662354396545056,0.00042413376013543234,0.003845223452891459,0.20080957558515433
14,5130.0,c,70.14,71.29,8511.0,1635.0,14.0,70.715,0.5750000000000028,0.038356164383561646,5002.877660640224,0.3136700629419849,0.025092380175629588,0.003773821143573707,0.19415813848295244
14,5255.0,c,37.16,37.79,16015.0,955.0,14.0,37.474999999999994,0.3150000000000013,0.038356164383561646,5002.877660640224,0.31259862364349356,0.04916672532186598,0.0037480838165843606,0.18168972722763063
14,5380.0,c,17.42,17.73,6938.0,1142.0,14.0,17.575000000000003,0.15499999999999936,0.038356164383561646,5002.877660640224,0.3090983403036855,0.07267509516664448,0.0036646163717778124,0.16504237647307574
14,5505.0,c,7.61,7.75,3633.0,4165.0,14.0,7.68,0.06999999999999984,0.038356164383561646,5002.877660640224,0.30868420590639306,0.09564349116759482,0.003654803138807799,0.15452350747431307
14,5630.0,c,2.92,2.98,15472.0,4162.0,14.0,2.95,0.030000000000000027,0.038356164383561646,5002.877660640224,0.3065621187618667,0.11809616314455046,0.003604725088319748,0.12412798915149993
14,5755.0,c,1.0,1.02,18012.0,1448.0,14.0,1.01,0.010000000000000009,0.038356164383561646,5002.877660640224,0.3043534518708338,0.14005576316679752,0.003552970770738869,0.13095164097684636
14,5880.0,c,0.31,0.32,16738.0,1007.0,14.0,0.315,0.0050000000000000044,0.038356164383561646,5002.877660640224,0.3028368555456115,0.16154348290348702,0.003517650013902877,0.05095059925861223
21,4005.0,p,0.29,0.3,12255.0,163.0,21.0,0.295,0.0050000000000000044,0.057534246575342465,5004.316917532953,0.3344783601655813,-0.22275734291922092,0.006436688333699131,0.28574209375687787
21,4130.0,p,0.91,0.93,5892.0,2048.0,21.0,0.92,0.010000000000000009,0.057534246575342465,5004.316917532953,0.3307384412087161,-0.19202351646660198,0.006293551359881092,0.6947776735300821
21,4255.0,p,2.54,2.6,16522.0,300.0,21.0,2.5700000000000003,0.030000000000000027,0.057534246575342465,5004.316917532953,0.3273804130797224,-0.16220616141420593,0.00616640173214587,0.6024124469516435
21,4380.0,p,6.61,6.74,8969.0,3312.0,21.0,6.675000000000001,0.06499999999999995,0.057534246575342465,5004.316917532953,0.32658842940084776,-0.13325219905118865,0.0061366028673664735,0.8656573606609229
21,4505.0,p,14.7,14.97,19924.0,3324.0,21.0,14.835,0.13500000000000068,0.057534246575342465,5004.316917532953,0.32322806854553393,-0.1051130323792422,0.006010970055367682,0.9912375913249314
21,4630.0,p,29.97,30.5,6763.0,843.0,21.0,30.235,0.26500000000000057,0.057534246575342465,5004.316917532953,0.32096397482738104,-0.07774405534140076,0.005927055714731029,1.0685587314722038
21,4755.0,p,55.54,56.49,15545.0,3614.0,21.0,56.015,0.4750000000000014,0.057534246575342465,5004.316917532953,0.3185818017566725,-0.05110422744218974,0.005839401788002969,1.1415413847309432
21,4880.0,p,94.98,96.54,18062.0,2510.0,21.0,95.76,0.7800000000000011,0.057534246575342465,5004.316917532953,0.31717790707443655,-0.02515570357448758,0.0057880501902973095,1.2372266574609059
21,5005.0,c,149.0,151.4,10197.0,3484.0,21.0,150.2,1.2000000000000028,0.057534246575342465,5004.316917532953,0.31496268171805814,0.00013648932764049568,0.005707483036645607,1.2860195555313965
21,5130.0,c,95.79,97.37,5155.0,1514.0,21.0,96.58000000000001,0.7899999999999991,0.057534246575342465,5004.316917532953,0.312243198579697,0.024804735743134732,0.005609348263684609,1.2268470385988994
21,5255.0,c,57.36,58.32,19214.0,447.0,21.0,57.84,0.4800000000000004,0.057534246575342465,5004.316917532953,0.30857127143261637,0.04887908088937099,0.0054781940291078616,1.1919122771827946
21,5380.0,c,32.59,33.16,7642.0,4543.0,21.0,32.875,0.2849999999999966,0.057534246575342465,5004.316917532953,0.3072255381150745,0.07238745073414958,0.005430515497731614,1.0922247220008432
21,5505.0,c,17.35,17.66,15402.0,4846.0,21.0,17.505000000000003,0.15499999999999936,0.057534246575342465,5004.316917532953,0.305873500399192,0.0953558467350998,0.005382823460754916,1.0469622753398582
21,5630.0,c,8.72,8.88,15885.0,2252.0,21.0,8.8,0.08000000000000007,0.057534246575342465,5004.316917532953,0.30508406883134964,0.1178085187120555,0.00535507416479048,0.9932431296921072
21,5755.0,c,3.89,3.97,9216.0,4513.0,21.0,3.93,0.040000000000000036,0.057534246575342465,5004.316917532953,0.3014920493040968,0.13976811873430264,0.005229716634699349,0.7923833064969844
21,5880.0,c,1.63,1.66,14571.0,1536.0,21.0,1.645,0.015000000000000013,0.057534246575342465,5004.316917532953,0.2988509548162224,0.1612558384709922,0.005138492485166916,0.9872325950505355
21,6005.0,c,0.67,0.68,9532.0,4284.0,21.0,0.675,0.0050000000000000044,0.057534246575342465,5004.316917532953,0.29825692463833786,0.18229153209240348,0.005118085082161924,1.49602116021807
35,4130.0,p,5.03,5.14,12442.0,2958.0,35.0,5.085,0.054999999999999716,0.0958904109589041,5007.196821644218,0.32744755844461587,-0.19259883489810573,0.010281552393416176,0.6937202413971925
35,4255.0,p,10.22,10.43,8654.0,2416.0,35.0,10.325,0.10499999999999954,0.0958904109589041,5007.196821644218,0.3250290626732024,-0.16278147984570962,0.010130236179117038,0.7847464387955247
